Date,lon,lat,y_pred,y_pred_NN,ps_type,irrigation,time_measured,T2M,T2M_MAX,T2M_MIN,source
2026-05-07,-121.12,38.29,-0.6068836450576782,-0.7050899267196655,1,0,14,17.550268483479822,24.92694567871096,11.084233276367211,2026
2026-05-07,-121.12,38.29,-0.6463319063186646,-0.7656763792037964,1,0,15,17.550268483479822,24.92694567871096,11.084233276367211,2026
2026-05-07,-121.12,38.29,-0.6667479872703552,-0.8306798934936523,1,0,16,17.550268483479822,24.92694567871096,11.084233276367211,2026
2026-05-07,-121.12,38.29,-0.6728160977363586,-0.8936349153518677,1,0,17,17.550268483479822,24.92694567871096,11.084233276367211,2026
2026-05-08,-121.12,38.29,-0.2522747218608856,-0.384967565536499,0,0,NA,16.977938644409203,24.958210937500024,9.6190690917969,2026
2026-05-08,-121.12,38.29,-0.582007646560669,-0.6095463633537292,1,0,12,16.977938644409203,24.958210937500024,9.6190690917969,2026
2026-05-08,-121.12,38.29,-0.607428252696991,-0.6704312562942505,1,0,13,16.977938644409203,24.958210937500024,9.6190690917969,2026
2026-05-08,-121.12,38.29,-0.6441174745559692,-0.7349943518638611,1,0,14,16.977938644409203,24.958210937500024,9.6190690917969,2026
2026-05-08,-121.12,38.29,-0.6851091384887695,-0.7988929748535156,1,0,15,16.977938644409203,24.958210937500024,9.6190690917969,2026
2026-05-08,-121.12,38.29,-0.7030737400054932,-0.8645073175430298,1,0,16,16.977938644409203,24.958210937500024,9.6190690917969,2026
